-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.2,-0.12,-0.12,-0.05,-0.05,-0.05,0.1,0.18,0.18,0.25,0.25,0.33,0.25,0.25,0.33,0.33,0.33,0.33,0.33,0.33,0.4,0.4,0.4,0.48,0.48,0.48,0.48,0.48,0.4,0.48,0.48,0.48,0.48,0.48,0.48,0.55,0.55,0.55,0.63,0.63,0.63,0.7,0.7,0.7,0.93
-0.35,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.35,-0.35,-0.35,-0.27,-0.27,-0.27,-0.27,-0.27,-0.27,-0.2,-0.12,-0.12,-0.05,-0.05,-0.05,0.1,0.18,0.18,0.25,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.4,0.4,0.4,0.4,0.48,0.55,0.55,0.55,0.55,0.55,0.55,0.48,0.55,0.55,0.55,0.55,0.55,0.55,0.63,0.63,0.63,0.63,0.7,0.7,0.7,0.78,0.93,0.7
-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.27,-0.27,-0.27,-0.2,-0.12,-0.05,-0.05,-0.05,0.1,0.18,0.18,0.25,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.4,0.4,0.4,0.48,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.63,0.63,0.63,0.63,0.63,0.7,0.7,0.7,0.78,0.93,0.85,0.7
-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.35,-0.42,-0.42,-0.42,-0.35,-0.35,-0.35,-0.35,-0.27,-0.27,-0.27,-0.2,-0.12,-0.05,-0.05,-0.05,0.1,0.18,0.25,0.25,0.33,0.33,0.33,0.33,0.33,0.4,0.4,0.4,0.48,0.48,0.55,0.55,0.55,0.55,0.63,0.63,0.63,0.63,0.55,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.7,0.7,0.7,0.7,0.78,0.93,0.85,0.78,0.7
-0.42,-0.35,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.35,-0.35,-0.27,-0.27,-0.2,-0.12,-0.05,-0.05,-0.05,0.1,0.18,0.25,0.33,0.33,0.33,0.4,0.4,0.4,0.4,0.4,0.48,0.55,0.55,0.55,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.7,0.7,0.7,0.78,0.78,0.78,0.93,0.85,0.78,0.7,0.7
-0.42,-0.35,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.35,-0.27,-0.27,-0.27,-0.12,-0.05,-0.05,-0.05,0.1,0.18,0.25,0.33,0.33,0.33,0.4,0.4,0.4,0.48,0.48,0.55,0.55,0.55,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.7,0.7,0.7,0.7,0.78,0.85,0.93,0.85,0.78,0.7,0.7,0.63
-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.35,-0.27,-0.27,-0.27,-0.12,-0.05,-0.05,-0.05,0.1,0.18,0.25,0.33,0.33,0.4,0.4,0.4,0.4,0.48,0.55,0.55,0.55,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.7,0.7,0.7,0.7,0.78,0.78,0.78,0.85,0.93,0.85,0.7,0.7,0.63,0.63
-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.35,-0.27,-0.27,-0.2,-0.12,-0.05,-0.05,0.1,0.18,0.18,0.25,0.33,0.4,0.4,0.4,0.4,0.4,0.48,0.55,0.55,0.63,0.63,0.63,0.63,0.63,0.7,0.7,0.63,0.63,0.63,0.63,0.63,0.63,0.7,0.7,0.7,0.78,0.78,0.85,0.85,0.85,0.78,0.85,0.7,0.7,0.63,0.63
-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.35,-0.27,-0.27,-0.2,-0.12,-0.05,-0.05,0.1,0.18,0.18,0.33,0.33,0.4,0.4,0.4,0.4,0.48,0.55,0.55,0.63,0.63,0.63,0.63,0.63,0.63,0.7,0.7,0.63,0.63,0.63,0.63,0.63,0.7,0.7,0.7,0.7,0.78,0.78,0.85,0.93,0.78,0.78,0.78,0.7,0.63,0.63,0.63
-0.42,-0.35,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.42,-0.35,-0.27,-0.27,-0.2,-0.12,-0.05,-0.05,0.1,0.18,0.25,0.33,0.33,0.4,0.4,0.4,0.48,0.55,0.55,0.55,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.7,0.7,0.63,0.63,0.63,0.63,0.7,0.7,0.7,0.7,0.78,0.85,0.93,0.78,0.78,0.7,0.7,0.63,0.63,0.63,0.63
